,HillaryClinton,SenSanders,elizabethforma,is_democrat,mike_pence,realDonaldTrump,seanhannity,tedcruz,user_id,user_names
432,False,False,False,0.0,True,True,True,True,3306629815,AmericanMex067
433,False,False,False,0.0,False,False,False,False,101903411,MagaViajera
434,False,False,False,0.0,False,True,False,True,75736238,Mathiasian
435,False,False,False,0.0,True,True,True,False,71063553,LeeGimenez
436,False,False,False,0.0,True,True,True,True,21656717,rickswift
437,False,False,False,0.0,True,True,False,True,338579649,jenee_12
438,False,False,False,0.0,False,False,False,False,1537861526,Maga_Styles
439,True,False,False,0.0,True,True,True,True,420534652,JessicaDitto
440,False,False,False,0.0,False,False,False,False,396229743,gopsychos
441,False,False,False,0.0,True,True,True,True,194615561,dennygirltwo
442,False,False,False,0.0,True,True,True,False,31057963,southsalem
443,False,False,False,0.0,False,False,False,False,740941536796368897,MMALABScotts
444,True,False,False,0.0,True,True,False,False,27502789,lordredrock
445,False,True,False,0.0,True,True,True,True,205905252,esqonfire
446,False,False,False,0.0,False,False,False,False,25228974,CSAgym
447,False,False,False,0.0,False,False,False,False,209867869,stylespatient
448,False,False,False,0.0,False,False,False,False,23111667,kravmascara
449,False,False,False,0.0,False,True,True,True,23443997,architectlink
450,False,False,False,0.0,True,True,True,True,3312428617,rjruogers
451,False,False,False,0.0,False,False,False,False,235975446,muhammadsec
452,False,False,False,0.0,True,True,True,False,3307277274,michelle4trump
453,False,False,False,0.0,False,False,True,False,399179578,April_MG
454,True,False,False,0.0,True,True,True,True,215885760,KDORR_USA
455,False,False,False,0.0,True,True,True,False,3387878543,karenmcallier
456,False,False,False,0.0,False,True,False,False,181249422,ANOMALY1
457,False,False,False,0.0,True,True,True,True,717820719942356994,MagaFeed
458,False,False,False,0.0,True,True,False,False,22891214,Robbin_Young
459,False,False,False,0.0,False,False,False,False,63590276,magagalban
460,False,False,False,0.0,True,True,True,False,3309829364,LdyGuin
461,True,False,False,0.0,True,True,True,True,718816526279712768,leighsy10021
462,False,False,False,0.0,True,True,True,False,314547496,MAGANIFICENT
463,False,True,False,0.0,True,True,True,False,1626795866,KarenMonsour12
464,False,False,False,0.0,False,True,False,False,497412169,Kar_Sevak
465,False,False,False,0.0,False,True,True,False,4884762153,GOPPollAnalyst
466,False,False,False,0.0,True,True,True,False,245885182,KnucklDraginSam
467,False,False,False,0.0,True,True,True,True,347057474,iResistAll
468,False,False,False,0.0,False,True,False,False,26422645,6PakGirl
469,False,False,False,0.0,False,False,False,False,146135354,MagaMili10
470,False,True,False,0.0,True,True,False,False,449364390,StomaticHat
471,False,False,False,0.0,False,False,False,False,1400457078,stylesburrn
472,True,False,False,0.0,True,True,False,False,735221894853591040,PoliticalKathy
473,False,False,False,0.0,False,False,False,False,41165751,theratzpack
474,False,False,False,0.0,True,True,True,True,52190807,pmbasse
475,False,False,False,0.0,False,False,False,False,15159312,vkenward
476,True,True,False,0.0,True,True,True,True,1623270654,Roxy991Roxy
477,False,False,False,0.0,False,True,False,False,233667091,UKXTRUTH
478,False,False,False,0.0,True,True,True,True,21039079,AndreaDavis_
479,False,False,False,0.0,False,False,True,False,67350721,CVIEWS
480,False,False,False,0.0,True,True,True,False,796384857140051969,BasedMAGA
481,False,False,False,0.0,False,False,False,False,153811467,EllieAsksWhy
482,False,False,False,0.0,True,True,True,True,20347310,EricaRN4USA
483,False,False,False,0.0,True,True,True,True,9167352,Divapalooza
484,True,False,False,0.0,False,False,False,False,47377219,MagaEnamorada
485,False,False,False,0.0,False,False,False,False,528792040,magilebronc
486,False,False,False,0.0,False,False,False,False,94680448,KravMagaLA
487,False,False,False,0.0,False,False,False,False,31497206,Marigabs
488,False,False,False,0.0,True,True,True,False,18231227,AliasAngel
489,True,False,False,0.0,False,False,False,False,18956146,maga72
490,False,False,False,0.0,False,False,False,False,257680330,magabanda
491,False,False,False,0.0,False,False,False,True,118003642,mike9wood
492,False,False,False,0.0,False,True,False,False,215737244,ashleyxjae
493,False,False,False,0.0,False,True,True,True,71857421,EliteTraining01
494,False,False,False,0.0,True,True,True,False,4334047641,theglobaluniter
495,False,False,False,0.0,False,False,False,False,1563482762,maga_magamed
496,False,False,False,0.0,True,True,True,False,175144654,CherylLynneRose
497,False,False,False,0.0,False,False,False,False,1197939691,Purposejb_arg
498,False,False,False,0.0,True,True,True,True,14933838,whennessy
499,False,False,False,0.0,True,True,False,False,435486317,bagoegg
